fecha_actualizacion,precio,titulo,municipio,eur_m2,habitaciones,banios,m2,tipo_vivienda,id_inmueble,estado,fecha_venta,semana_venta
2026-06-03 00:00:00,735000.0,Casa pareada en Ordino,Ordino,4652.0,,,158,Casa pareada,casa pareada en ordino_ordino_158,Vendido,2026-03-13,0.0
2026-05-03 00:00:00,575000.0,Ático en Andorra la Vella,Andorra la Vella,5750.0,2.0,2.0,100,Ático,ático en andorra la vella_andorra la vella_100,Vendido,2026-03-13,0.0
2026-05-03 00:00:00,599000.0,Piso en Santa Coloma,Santa Coloma (Andorra la Vella),4992.0,3.0,2.0,120,Piso,piso en santa coloma_santa coloma (andorra la vella)_120,Vendido,2026-03-13,0.0
2026-02-02 00:00:00,760000.0,Dúplex en Sispony,Sispony (La Massana),3689.0,4.0,3.0,206,Dúplex,dúplex en sispony_sispony (la massana)_206,Vendido,2026-03-13,6.0
2026-02-03 00:00:00,895000.0,Piso en calle Cami Planell de La Callissa,Sispony (La Massana),5888.0,4.0,2.0,152,Piso,piso en calle cami planell de la callissa_sispony (la massana)_152,Vendido,2026-03-13,5.0
2026-02-02 00:00:00,450000.0,Piso en Anyós,Anyós (La Massana),6338.0,2.0,2.0,71,Piso,piso en anyós_anyós (la massana)_71,Vendido,2026-03-13,6.0
2025-04-07 00:00:00,2695800.0,Piso en Escaldes-Engordany,Escaldes-Engordany,11375.0,4.0,5.0,237,Piso,piso en escaldes-engordany_escaldes-engordany_237,Vendido,2026-03-13,49.0
2025-04-07 00:00:00,3128900.0,Piso en Escaldes-Engordany,Escaldes-Engordany,8169.0,5.0,6.0,383,Piso,piso en escaldes-engordany_escaldes-engordany_383,Vendido,2026-03-13,49.0
2025-12-23 00:00:00,1950000.0,Casa adosada en calle Urbanitacio Els Oriosos,Anyós (La Massana),2671.0,4.0,4.0,730,Casa adosada,casa adosada en calle urbanitacio els oriosos_anyós (la massana)_730,Vendido,2026-03-13,11.0
2026-02-20 00:00:00,1600000.0,Casa en Centre,Centre (Andorra la Vella),4000.0,4.0,3.0,400,Casa,casa en centre_centre (andorra la vella)_400,Vendido,2026-03-13,3.0
2026-02-23 00:00:00,426631.0,Piso en Centre,Centre (Andorra la Vella),5688.0,2.0,1.0,75,Piso,piso en centre_centre (andorra la vella)_75,Vendido,2026-03-13,3.0
2026-02-02 00:00:00,,Piso en Llorts,Llorts (Ordino),,3.0,2.0,72,Piso,piso en llorts_llorts (ordino)_72,Vendido,2026-03-13,6.0
2026-05-03 00:00:00,537432.0,Piso en Andorra,Centre (Andorra la Vella),7166.0,2.0,1.0,75,Piso,piso en andorra_centre (andorra la vella)_75,Vendido,2026-03-13,0.0
2026-03-13 00:00:00,484000.0,Piso en Avenida Fiter I Rossell,Escaldes-Engordany,4939.0,3.0,2.0,98,Piso,piso en avenida fiter i rossell_escaldes-engordany_98,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,,Piso en calle Forn-Tram del Peu del Forn,El Forn (Canillo),,3.0,2.0,76,Piso,piso en calle forn-tram del peu del forn_el forn (canillo)_76,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,499000.0,Piso en calle Arinsal,Arinsal (La Massana),4990.0,3.0,1.0,100,Piso,piso en calle arinsal_arinsal (la massana)_100,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,720000.0,Dúplex en Avenida Sant Antoni,La Massana,4800.0,4.0,3.0,150,Dúplex,dúplex en avenida sant antoni_la massana_150,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,2250000.0,Apartamento en Escaldes-Engordany,Escaldes-Engordany,10000.0,6.0,4.0,225,Apartamento,apartamento en escaldes-engordany_escaldes-engordany_225,Vendido,2026-03-20,1.0
2026-02-14 00:00:00,450000.0,Piso en Ransol,Canillo,6338.0,2.0,2.0,71,Piso,piso en ransol_canillo_71,Vendido,2026-03-20,5.0
2026-02-14 00:00:00,485000.0,Piso en Ransol,Canillo,6736.0,2.0,2.0,72,Piso,piso en ransol_canillo_72,Vendido,2026-03-20,5.0
2026-12-03 00:00:00,396999.0,Piso en calle Carretera D´Arinsal,Arinsal (La Massana),5671.0,2.0,1.0,70,Piso,piso en calle carretera d´arinsal_arinsal (la massana)_70,Vendido,2026-03-20,0.0
2026-10-03 00:00:00,2400000.0,Chalet en calle Carrer del Mirador D'encamp,Encamp,4800.0,6.0,3.0,500,Chalet,chalet en calle carrer del mirador d'encamp_encamp_500,Vendido,2026-03-20,0.0
2026-03-13 00:00:00,2000000.0,Casa en calle Camí del Forn,El Forn (Canillo),6250.0,4.0,3.0,320,Casa,casa en calle camí del forn_el forn (canillo)_320,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,1750000.0,Casa en calle Camí del Forn,El Forn (Canillo),7028.0,3.0,3.0,249,Casa,casa en calle camí del forn_el forn (canillo)_249,Vendido,2026-03-20,1.0
2025-03-12 00:00:00,290000.0,Piso en calle Ransol,Canillo,5918.0,1.0,1.0,49,Piso,piso en calle ransol_canillo_49,Vendido,2026-03-20,53.0
2026-03-13 00:00:00,599000.0,Piso en Avenida de Santa Coloma,Santa Coloma (Andorra la Vella),4992.0,3.0,2.0,120,Piso,piso en avenida de santa coloma_santa coloma (andorra la vella)_120,Vendido,2026-03-20,1.0
2026-02-24 00:00:00,2090000.0,Chalet unifamiliar en Carretera de La Comella,La Comella (Andorra la Vella),4644.0,4.0,4.0,450,Chalet unifamiliar,chalet unifamiliar en carretera de la comella_la comella (andorra la vella)_450,Vendido,2026-03-20,3.0
2026-12-03 00:00:00,331000.0,Piso en calle Passatge de L´Assó Pleta de Soldeu,Soldeu (Canillo),4355.0,2.0,1.0,76,Piso,piso en calle passatge de l´assó pleta de soldeu_soldeu (canillo)_76,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,381000.0,Piso en calle Avinguda Sant Joan de Caselles,Canillo,4762.0,3.0,1.0,80,Piso,piso en calle avinguda sant joan de caselles_canillo_80,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,3450000.0,Casa en calle Urbanitzacio Els Oriossos,Anyós (La Massana),5468.0,5.0,4.0,631,Casa,casa en calle urbanitzacio els oriossos_anyós (la massana)_631,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,375000.0,Piso en calle Carretera D´Arinsal,Arinsal (La Massana),6818.0,1.0,1.0,55,Piso,piso en calle carretera d´arinsal_arinsal (la massana)_55,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,,Chalet en callejón Dels Hortals,La Massana,,5.0,4.0,500,Chalet,chalet en callejón dels hortals_la massana_500,Vendido,2026-03-20,0.0
2026-03-13 00:00:00,533100.0,Piso en El Forn,El Forn (Canillo),5553.0,2.0,2.0,96,Piso,piso en el forn_el forn (canillo)_96,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,525000.0,Piso en calle Bons,El Tremat (Encamp),5000.0,3.0,2.0,105,Piso,piso en calle bons_el tremat (encamp)_105,Vendido,2026-03-20,1.0
2026-12-03 00:00:00,637319.0,Piso en calle Avinguda D´Enclar Carrer del Cedre,Santa Coloma (Andorra la Vella),5447.0,3.0,2.0,117,Piso,piso en calle avinguda d´enclar carrer del cedre_santa coloma (andorra la vella)_117,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,834656.0,Piso en calle Avinguda D´Enclar Carrer del Cedre,Santa Coloma (Andorra la Vella),5316.0,3.0,2.0,157,Piso,piso en calle avinguda d´enclar carrer del cedre_santa coloma (andorra la vella)_157,Vendido,2026-03-20,0.0
2026-02-27 00:00:00,315000.0,Piso en Encamp,Encamp,5164.0,2.0,1.0,61,Piso,piso en encamp_encamp_61,Vendido,2026-03-20,3.0
2026-04-02 00:00:00,890000.0,Piso en Ordino,Ordino,3123.0,3.0,2.0,285,Piso,piso en ordino_ordino_285,Vendido,2026-03-20,0.0
2026-01-23 00:00:00,595000.0,Piso en Ordino,Ordino,7000.0,2.0,2.0,85,Piso,piso en ordino_ordino_85,Vendido,2026-03-20,8.0
2025-06-12 00:00:00,380000.0,Piso en Encamp,Encamp,8261.0,2.0,1.0,46,Piso,piso en encamp_encamp_46,Vendido,2026-03-20,40.0
2025-11-22 00:00:00,615000.0,Piso en Escaldes-Engordany,Escaldes-Engordany,6406.0,3.0,4.0,96,Piso,piso en escaldes-engordany_escaldes-engordany_96,Vendido,2026-03-20,17.0
2026-03-13 00:00:00,723800.0,Piso en El Forn,El Forn (Canillo),9279.0,2.0,1.0,78,Piso,piso en el forn_el forn (canillo)_78,Vendido,2026-03-20,1.0
2026-03-13 00:00:00,721800.0,Piso en El Forn,El Forn (Canillo),9888.0,2.0,1.0,73,Piso,piso en el forn_el forn (canillo)_73,Vendido,2026-03-20,1.0
2026-02-02 00:00:00,765000.0,Dúplex en Centre,Centre (Andorra la Vella),4298.0,5.0,3.0,178,Dúplex,dúplex en centre_centre (andorra la vella)_178,Vendido,2026-03-20,7.0
2026-12-03 00:00:00,1768000.0,Casa adosada en calle Carretera D´Anyos Urbanització Els Oriossos,Anyós (La Massana),2932.0,4.0,5.0,603,Casa adosada,casa adosada en calle carretera d´anyos urbanització els oriossos_anyós (la massana)_603,Vendido,2026-03-20,0.0
2025-10-22 00:00:00,1600000.0,Piso en Centre,Centre (Andorra la Vella),5351.0,4.0,4.0,299,Piso,piso en centre_centre (andorra la vella)_299,Vendido,2026-03-20,21.0
2026-04-03 00:00:00,389000.0,Piso en Sant Julià de Lòria,Sant Julià de Lòria,4010.0,3.0,2.0,97,Piso,piso en sant julià de lòria_sant julià de lòria_97,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,1850000.0,Piso en Escaldes-Engordany,Escaldes-Engordany,4167.0,4.0,3.0,444,Piso,piso en escaldes-engordany_escaldes-engordany_444,Vendido,2026-03-20,0.0
2026-05-01 00:00:00,960000.0,Casa en Arinsal,Arinsal (La Massana),4211.0,3.0,4.0,228,Casa,casa en arinsal_arinsal (la massana)_228,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,,Piso en calle Passeig de L´Amaldeta de Caboet Edifici La Torre,Escaldes-Engordany,,3.0,2.0,145,Piso,piso en calle passeig de l´amaldeta de caboet edifici la torre_escaldes-engordany_145,Vendido,2026-03-20,0.0
2026-12-03 00:00:00,850000.0,Chalet en Sant Julià de Lòria,Sant Julià de Lòria,5667.0,5.0,2.0,150,Chalet,chalet en sant julià de lòria_sant julià de lòria_150,Vendido,2026-03-20,0.0
2025-12-25 00:00:00,160000.0,Casa en Carrer Major,Toloriu (El Pont de Bar),914.0,,,175,Casa,casa en carrer major_toloriu (el pont de bar)_175,Vendido,2026-03-20,12.0
2026-01-19 00:00:00,90000.0,Piso en calle Barri Sant Pere,La Seu d'Urgell,938.0,3.0,1.0,96,Piso,piso en calle barri sant pere_la seu d'urgell_96,Vendido,2026-03-20,9.0
2026-02-14 00:00:00,1575000.0,Piso en Escaldes,Escaldes-Engordany,11092.0,3.0,2.0,142,Piso,piso en escaldes_escaldes-engordany_142,Vendido,2026-03-27,6.0
2026-03-20 00:00:00,325450.0,Piso en Canillo,Canillo,3462.0,1.0,1.0,94,Piso,piso en canillo_canillo_94,Vendido,2026-03-27,1.0
2026-03-20 00:00:00,420900.0,Ático en Canillo,Canillo,5071.0,2.0,1.0,83,Ático,ático en canillo_canillo_83,Vendido,2026-03-27,1.0
2026-03-20 00:00:00,750000.0,Apartamento en Ordino,Ordino,5556.0,3.0,3.0,135,Apartamento,apartamento en ordino_ordino_135,Vendido,2026-03-27,1.0
2026-03-20 00:00:00,320000.0,Piso en La Vila,La Vila (Encamp),5246.0,2.0,1.0,61,Piso,piso en la vila_la vila (encamp)_61,Vendido,2026-03-27,1.0
2026-02-18 00:00:00,195000.0,Apartamento en Incles,Canillo,5132.0,,1.0,38,Apartamento,apartamento en incles_canillo_38,Vendido,2026-03-27,5.0
2026-03-20 00:00:00,1194747.0,Ático en Escaldes-Engordany,Escaldes-Engordany,6565.0,4.0,3.0,182,Ático,ático en escaldes-engordany_escaldes-engordany_182,Vendido,2026-03-27,1.0
2026-03-20 00:00:00,1164913.0,Ático en Escaldes-Engordany,Escaldes-Engordany,6581.0,4.0,3.0,177,Ático,ático en escaldes-engordany_escaldes-engordany_177,Vendido,2026-03-27,1.0
2026-10-02 00:00:00,145000.0,Piso en calle Sant Jordi,Encamp,3222.0,1.0,1.0,45,Piso,piso en calle sant jordi_encamp_45,Vendido,2026-03-27,0.0
2026-03-19 00:00:00,950000.0,Apartamento en Ordino,Ordino,8482.0,3.0,2.0,112,Apartamento,apartamento en ordino_ordino_112,Vendido,2026-03-27,1.0
2026-09-01 00:00:00,533000.0,Piso en calle Forn-Tram del Cap del Forn,Canillo,5552.0,3.0,2.0,96,Piso,piso en calle forn-tram del cap del forn_canillo_96,Vendido,2026-03-27,0.0
2026-10-02 00:00:00,1205000.0,Dúplex en calle Forn-Tram del Cap del Forn,Canillo,5631.0,4.0,4.0,214,Dúplex,dúplex en calle forn-tram del cap del forn_canillo_214,Vendido,2026-03-27,0.0
2026-10-02 00:00:00,295550.0,Apartamento en calle Forn-Tram del Cap del Forn,Canillo,5278.0,1.0,1.0,56,Apartamento,apartamento en calle forn-tram del cap del forn_canillo_56,Vendido,2026-03-27,0.0
2026-03-17 00:00:00,575000.0,Piso en calle Carrera Nova,Ordino,6389.0,2.0,2.0,90,Piso,piso en calle carrera nova_ordino_90,Vendido,2026-03-27,1.0
2026-11-03 00:00:00,684000.0,Casa rústica en Escaldes-Engordany,Escaldes-Engordany,5948.0,3.0,2.0,115,Casa rústica,casa rústica en escaldes-engordany_escaldes-engordany_115,Vendido,2026-03-27,0.0
2026-11-03 00:00:00,1650000.0,Chalet en calle Urbanització L'espalmera,La Massana,5709.0,4.0,3.0,289,Chalet,chalet en calle urbanització l'espalmera_la massana_289,Vendido,2026-03-27,0.0
2026-11-03 00:00:00,1750000.0,Casa adosada en calle Urbanització L'espalmera,La Massana,6055.0,4.0,3.0,289,Casa adosada,casa adosada en calle urbanització l'espalmera_la massana_289,Vendido,2026-03-27,0.0
2026-03-19 00:00:00,310000.0,Piso en Canillo,Canillo,6327.0,1.0,1.0,49,Piso,piso en canillo_canillo_49,Vendido,2026-03-27,1.0
2026-03-19 00:00:00,385000.0,Piso en calle Carrer Dels Ajustants,Encamp,5203.0,2.0,2.0,74,Piso,piso en calle carrer dels ajustants_encamp_74,Vendido,2026-03-27,1.0
2026-03-19 00:00:00,1080000.0,Piso en Centre,Centre (Andorra la Vella),9908.0,3.0,2.0,109,Piso,piso en centre_centre (andorra la vella)_109,Vendido,2026-03-27,1.0
2026-03-13 00:00:00,684000.0,Finca rústica en Escaldes-Engordany,Escaldes-Engordany,5948.0,3.0,2.0,115,Finca rústica,finca rústica en escaldes-engordany_escaldes-engordany_115,Vendido,2026-03-27,2.0
2026-03-18 00:00:00,1050000.0,Ático en Anyós,Anyós (La Massana),6481.0,3.0,3.0,162,Ático,ático en anyós_anyós (la massana)_162,Vendido,2026-03-27,1.0
2026-03-19 00:00:00,298000.0,Piso en Encamp,Encamp,5228.0,1.0,1.0,57,Piso,piso en encamp_encamp_57,Vendido,2026-03-27,1.0
2026-03-18 00:00:00,1700000.0,Casa en La Massana,La Massana,6273.0,4.0,3.0,271,Casa,casa en la massana_la massana_271,Vendido,2026-03-27,1.0
2025-12-13 00:00:00,892000.0,Piso en Encamp,Encamp,4505.0,3.0,3.0,198,Piso,piso en encamp_encamp_198,Vendido,2026-03-27,15.0
2026-03-17 00:00:00,2500000.0,Casa en L'Aldosa de Canillo,L'Aldosa de Canillo (Canillo),5519.0,4.0,5.0,453,Casa,casa en l'aldosa de canillo_l'aldosa de canillo (canillo)_453,Vendido,2026-03-27,1.0
2025-10-10 00:00:00,1065000.0,Piso en Canillo,Canillo,6455.0,4.0,4.0,165,Piso,piso en canillo_canillo_165,Vendido,2026-03-27,24.0
2026-03-15 00:00:00,595000.0,Apartamento en La Massana,La Massana,7628.0,2.0,1.0,78,Apartamento,apartamento en la massana_la massana_78,Vendido,2026-03-27,2.0
2026-03-19 00:00:00,1343550.0,Apartamento en Ordino,Ordino,8294.0,2.0,3.0,162,Apartamento,apartamento en ordino_ordino_162,Vendido,2026-03-27,1.0
2026-03-18 00:00:00,1229475.0,Apartamento en Ordino,Ordino,7881.0,2.0,3.0,156,Apartamento,apartamento en ordino_ordino_156,Vendido,2026-03-27,1.0
2026-02-28 00:00:00,2890000.0,Casa en Escàs,La Massana,3482.0,5.0,5.0,830,Casa,casa en escàs_la massana_830,Vendido,2026-04-03,5.0
2026-03-27 00:00:00,1750000.0,Casa adosada en El Forn,Canillo,7028.0,3.0,3.0,249,Casa adosada,casa adosada en el forn_canillo_249,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,1280000.0,Finca rústica en Pal,La Massana,6737.0,,,190,Finca rústica,finca rústica en pal_la massana_190,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,625000.0,Piso en calle Mirador D´Encamp,El Tremat (Encamp),5342.0,3.0,2.0,117,Piso,piso en calle mirador d´encamp_el tremat (encamp)_117,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,168000.0,Apartamento en Pas de La Casa,Encamp,3574.0,1.0,1.0,47,Apartamento,apartamento en pas de la casa_encamp_47,Vendido,2026-04-03,1.0
2026-03-20 00:00:00,995000.0,Casa en Andorra,Sant Julià de Lòria,5237.0,3.0,2.0,190,Casa,casa en andorra_sant julià de lòria_190,Vendido,2026-04-03,2.0
2026-03-27 00:00:00,1580000.0,Apartamento en Escaldes-Engordany,Escaldes-Engordany,12742.0,3.0,2.0,124,Apartamento,apartamento en escaldes-engordany_escaldes-engordany_124,Vendido,2026-04-03,1.0
2026-03-26 00:00:00,1250000.0,Piso en Escaldes-Engordany,Escaldes-Engordany,6378.0,4.0,3.0,196,Piso,piso en escaldes-engordany_escaldes-engordany_196,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,800000.0,Apartamento en L'Aldosa de Canillo,L'Aldosa de Canillo (Canillo),5970.0,3.0,2.0,134,Apartamento,apartamento en l'aldosa de canillo_l'aldosa de canillo (canillo)_134,Vendido,2026-04-03,1.0
2026-03-25 00:00:00,650000.0,Piso en calle C/ Doctor Molines nº Sn,Centre (Andorra la Vella),5000.0,4.0,2.0,130,Piso,piso en calle c/ doctor molines nº sn_centre (andorra la vella)_130,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,2365000.0,Chalet en calle Ctra del Plans,Escàs (La Massana),6757.0,3.0,3.0,350,Chalet,chalet en calle ctra del plans_escàs (la massana)_350,Vendido,2026-04-03,1.0
2026-02-24 00:00:00,750000.0,Piso en Engolasters,Escaldes-Engordany,8242.0,3.0,2.0,91,Piso,piso en engolasters_escaldes-engordany_91,Vendido,2026-04-03,5.0
2026-03-25 00:00:00,499000.0,Piso en Arinsal,Arinsal (La Massana),5544.0,3.0,1.0,90,Piso,piso en arinsal_arinsal (la massana)_90,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,1299000.0,Chalet en Xixerella,La Massana,4811.0,4.0,2.0,270,Chalet,chalet en xixerella_la massana_270,Vendido,2026-04-03,1.0
2025-12-29 00:00:00,1300000.0,Casa en Encamp,Encamp,4483.0,4.0,4.0,290,Casa,casa en encamp_encamp_290,Vendido,2026-04-03,14.0
2026-03-27 00:00:00,2000000.0,Casa adosada en El Forn,Canillo,6250.0,4.0,3.0,320,Casa adosada,casa adosada en el forn_canillo_320,Vendido,2026-04-03,1.0
2026-06-03 00:00:00,299000.0,Apartamento en Pas de La Casa,Encamp,4823.0,1.0,1.0,62,Apartamento,apartamento en pas de la casa_encamp_62,Vendido,2026-04-03,0.0
2026-03-27 00:00:00,294444.0,Estudio en Soldeu,Canillo,5258.0,,1.0,56,Estudio,estudio en soldeu_canillo_56,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,359443.0,Piso en Soldeu,Canillo,4793.0,2.0,1.0,75,Piso,piso en soldeu_canillo_75,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,389664.0,Piso en Soldeu-El Tarter-Incles,Canillo,6285.0,2.0,1.0,62,Piso,piso en soldeu-el tarter-incles_canillo_62,Vendido,2026-04-03,1.0
2026-01-29 00:00:00,603000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,5636.0,3.0,2.0,107,Piso,"piso en calle mirador d’encamp, s/n_encamp_107",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,565000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,5183.0,3.0,2.0,109,Piso,"piso en calle mirador d’encamp, s/n_encamp_109",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,320000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,6400.0,1.0,1.0,50,Piso,"piso en calle mirador d’encamp, s/n_encamp_50",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,342000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,6453.0,1.0,1.0,53,Piso,"piso en calle mirador d’encamp, s/n_encamp_53",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,370000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,5606.0,1.0,1.0,66,Piso,"piso en calle mirador d’encamp, s/n_encamp_66",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,800000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,7080.0,2.0,1.0,113,Piso,"piso en calle mirador d’encamp, s/n_encamp_113",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,630000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,5526.0,3.0,2.0,114,Piso,"piso en calle mirador d’encamp, s/n_encamp_114",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,345000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,6635.0,1.0,1.0,52,Piso,"piso en calle mirador d’encamp, s/n_encamp_52",Vendido,2026-04-03,9.0
2026-01-29 00:00:00,690000.0,"Piso en calle Mirador D’Encamp, S/N",Encamp,5610.0,3.0,2.0,123,Piso,"piso en calle mirador d’encamp, s/n_encamp_123",Vendido,2026-04-03,9.0
2026-03-26 00:00:00,940000.0,"Piso en calle Avinguda de Tarragona, nº 113",Centre (Andorra la Vella),6351.0,3.0,3.0,148,Piso,"piso en calle avinguda de tarragona, nº 113_centre (andorra la vella)_148",Vendido,2026-04-03,1.0
2026-03-15 00:00:00,310000.0,"Piso en calle Sant Jordi, nº 27",Pas de La Casa (Encamp),2818.0,3.0,2.0,110,Piso,"piso en calle sant jordi, nº 27_pas de la casa (encamp)_110",Vendido,2026-04-03,3.0
2026-02-19 00:00:00,265000.0,Piso en calle Sant Jordi,Encamp,3232.0,2.0,1.0,82,Piso,piso en calle sant jordi_encamp_82,Vendido,2026-04-03,6.0
2026-03-27 00:00:00,535000.0,Dúplex en Andorra La Vella,Centre (Andorra la Vella),5753.0,2.0,2.0,93,Dúplex,dúplex en andorra la vella_centre (andorra la vella)_93,Vendido,2026-04-03,1.0
2026-03-27 00:00:00,479700.0,Piso en El Forn,Prats (Canillo),5049.0,2.0,2.0,95,Piso,piso en el forn_prats (canillo)_95,Vendido,2026-04-03,1.0
2026-03-13 00:00:00,3850000.0,Chalet en La Massana,La Massana,6887.0,4.0,4.0,559,Chalet,chalet en la massana_la massana_559,Vendido,2026-04-03,3.0
2026-03-26 00:00:00,2300000.0,Casa en Ordino,Ordino,9465.0,3.0,3.0,243,Casa,casa en ordino_ordino_243,Vendido,2026-04-03,1.0
2026-03-26 00:00:00,3800000.0,Casa en Ordino,Ordino,10188.0,3.0,4.0,373,Casa,casa en ordino_ordino_373,Vendido,2026-04-03,1.0
2025-09-12 00:00:00,1780000.0,Casa en Canillo,Canillo,5028.0,3.0,4.0,354,Casa,casa en canillo_canillo_354,Vendido,2026-04-03,29.0
2025-09-12 00:00:00,1470000.0,Casa adosada en Canillo,Canillo,4742.0,3.0,4.0,310,Casa adosada,casa adosada en canillo_canillo_310,Vendido,2026-04-03,29.0
2025-09-12 00:00:00,1850000.0,Casa en Canillo,Canillo,6006.0,3.0,4.0,308,Casa,casa en canillo_canillo_308,Vendido,2026-04-03,29.0
2026-01-21 00:00:00,2100000.0,Casa en Centre,Centre (Andorra la Vella),4667.0,4.0,4.0,450,Casa,casa en centre_centre (andorra la vella)_450,Vendido,2026-04-03,10.0
2025-12-23 00:00:00,1125000.0,Piso en L.Aldosa de La Massana,La Massana,6250.0,4.0,3.0,180,Piso,piso en l.aldosa de la massana_la massana_180,Vendido,2026-04-03,14.0
2026-01-21 00:00:00,945000.0,Piso en Andorra la Vella,Andorra la Vella,7326.0,2.0,1.0,129,Piso,piso en andorra la vella_andorra la vella_129,Vendido,2026-04-03,10.0
2026-09-01 00:00:00,2940000.0,Chalet en La Massana,La Massana,5345.0,3.0,2.0,550,Chalet,chalet en la massana_la massana_550,Vendido,2026-04-03,0.0
2026-06-03 00:00:00,940000.0,Piso en Canillo,Canillo,6714.0,3.0,3.0,140,Piso,piso en canillo_canillo_140,Vendido,2026-04-03,0.0
2026-03-04 00:00:00,690000.0,Apartamento en L'Aldosa de Canillo,L'Aldosa de Canillo (Canillo),5036.0,3.0,2.0,137,Apartamento,apartamento en l'aldosa de canillo_l'aldosa de canillo (canillo)_137,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,310000.0,Piso en calle Arinsal,La Massana,5167.0,1.0,1.0,60,Piso,piso en calle arinsal_la massana_60,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,499000.0,Piso en calle Carretera D' Arinsal,La Massana,5253.0,3.0,1.0,95,Piso,piso en calle carretera d' arinsal_la massana_95,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,360000.0,Piso en La Massana,La Massana,5806.0,1.0,1.0,62,Piso,piso en la massana_la massana_62,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,170000.0,Piso en Encamp,Encamp,4250.0,1.0,1.0,40,Piso,piso en encamp_encamp_40,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,119000.0,Piso en Encamp,Encamp,3967.0,,1.0,30,Piso,piso en encamp_encamp_30,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,125000.0,Piso en Encamp,Encamp,3571.0,,1.0,35,Piso,piso en encamp_encamp_35,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,125000.0,Piso en Encamp,Encamp,3676.0,,1.0,34,Piso,piso en encamp_encamp_34,Vendido,2026-04-10,5.0
2026-03-04 00:00:00,465000.0,Piso en Ransol,Ransol (Canillo),4515.0,2.0,,103,Piso,piso en ransol_ransol (canillo)_103,Vendido,2026-04-10,5.0
2026-02-14 00:00:00,1310000.0,Piso en Els Vilars D Engordany,Escaldes-Engordany,12596.0,3.0,2.0,104,Piso,piso en els vilars d engordany_escaldes-engordany_104,Vendido,2026-04-10,8.0
2026-03-04 00:00:00,389664.0,Piso en Soldeu-El Tarter-Incles,El Tarter (Canillo),6285.0,2.0,1.0,62,Piso,piso en soldeu-el tarter-incles_el tarter (canillo)_62,Vendido,2026-04-10,5.0
2026-03-15 00:00:00,252000.0,Apartamento en La Massana,La Massana,4200.0,1.0,1.0,60,Apartamento,apartamento en la massana_la massana_60,Vendido,2026-04-10,4.0
2026-03-31 00:00:00,895000.0,Piso en calle Urbanització Sa Calma,Escaldes-Engordany,8689.0,3.0,2.0,103,Piso,piso en calle urbanització sa calma_escaldes-engordany_103,Vendido,2026-04-10,1.0
2026-03-13 00:00:00,3800000.0,"Chalet en calle calle Major, 7",Sispony (La Massana),6947.0,4.0,4.0,547,Chalet,"chalet en calle calle major, 7_sispony (la massana)_547",Vendido,2026-04-10,4.0
2026-03-13 00:00:00,3900000.0,"Chalet en calle calle Major, 7",Sispony (La Massana),6830.0,4.0,4.0,571,Chalet,"chalet en calle calle major, 7_sispony (la massana)_571",Vendido,2026-04-10,4.0
